dish_id,total_calories,total_mass,ingredients,split,ingr_ids,ingredients_text
dish_1562602918,265.622253,417.0,ingr_0000000543;ingr_0000000502;ingr_0000000545;ingr_0000000437;ingr_0000000002;ingr_0000000121;ingr_0000000128,train,"[543, 502, 545, 437, 2, 121, 128]",chia seeds milk greek yogurt sweet potato strawberries watermelon egg whites
dish_1559589873,11.88,54.0,ingr_0000000046,train,[46],mushroom
dish_1564168739,585.302002,164.0,ingr_0000000297;ingr_0000000273,train,"[297, 273]",pepperoni sandwiches
dish_1564432094,177.659988,63.0,ingr_0000000392,train,[392],pepperoni pizza
dish_1562950057,320.100006,223.0,ingr_0000000008;ingr_0000000433,train,"[8, 433]",scrambled eggs roasted potatoes
dish_1564169958,787.776489,563.0,ingr_0000000203;ingr_0000000032;ingr_0000000523;ingr_0000000161;ingr_0000000524;ingr_0000000031;ingr_0000000060;ingr_0000000094;ingr_0000000021;ingr_0000000155;ingr_0000000052;ingr_0000000312;ingr_0000000122;ingr_0000000522;ingr_0000000072;ingr_0000000520;ingr_0000000485;ingr_0000000027;ingr_0000000291,train,"[203, 32, 523, 161, 524, 31, 60, 94, 21, 155, 52, 312, 122, 522, 72, 520, 485, 27, 291]",chili tomatoes cilantro olive oil parsley cucumbers tortilla onions squash chicken thighs cheese pepper garlic tatsoi kale lemon juice zucchini broccoli salt
dish_1562007904,525.461365,489.0,ingr_0000000133;ingr_0000000515;ingr_0000000312;ingr_0000000377;ingr_0000000116;ingr_0000000472;ingr_0000000016;ingr_0000000462;ingr_0000000514;ingr_0000000518;ingr_0000000520;ingr_0000000006;ingr_0000000291;ingr_0000000122;ingr_0000000045;ingr_0000000471;ingr_0000000448;ingr_0000000161;ingr_0000000524;ingr_0000000152;ingr_0000000012,train,"[133, 515, 312, 377, 116, 472, 16, 462, 514, 518, 520, 6, 291, 122, 45, 471, 448, 161, 524, 152, 12]",shallots arugula pepper quinoa mayonnaise couscous brussels sprouts pork wheat berry thyme lemon juice caesar salad salt garlic carrot cherry tomatoes jalapenos olive oil parsley cabbage olives
dish_1562086067,178.178009,209.0,ingr_0000000192;ingr_0000000013,train,"[192, 13]",yam berries
dish_1560887408,324.52002,122.0,ingr_0000000380,train,[380],pizza
dish_1561663068,332.892792,168.0,ingr_0000000367;ingr_0000000030;ingr_0000000029;ingr_0000000161;ingr_0000000094;ingr_0000000031;ingr_0000000189;ingr_0000000312;ingr_0000000291;ingr_0000000011;ingr_0000000471,train,"[367, 30, 29, 161, 94, 31, 189, 312, 291, 11, 471]",lime lettuce mixed greens olive oil onions cucumbers vinegar pepper salt cheese pizza cherry tomatoes
dish_1565808975,35.720001,130.0,ingr_0000000471;ingr_0000000094,train,"[471, 94]",cherry tomatoes onions
dish_1562170356,385.333984,432.0,ingr_0000000080;ingr_0000000038;ingr_0000000121;ingr_0000000433;ingr_0000000013,train,"[80, 38, 121, 433, 13]",turkey bacon pineapple watermelon roasted potatoes berries
dish_1563391989,462.847504,464.0,ingr_0000000033;ingr_0000000027;ingr_0000000032;ingr_0000000094;ingr_0000000021;ingr_0000000155;ingr_0000000312;ingr_0000000049;ingr_0000000515;ingr_0000000203;ingr_0000000122;ingr_0000000152;ingr_0000000523;ingr_0000000291;ingr_0000000238;ingr_0000000520;ingr_0000000485;ingr_0000000161;ingr_0000000524;ingr_0000000448;ingr_0000000541;ingr_0000000377;ingr_0000000367,train,"[33, 27, 32, 94, 21, 155, 312, 49, 515, 203, 122, 152, 523, 291, 238, 520, 485, 161, 524, 448, 541, 377, 367]",bell peppers broccoli tomatoes onions squash chicken thighs pepper fish arugula chili garlic cabbage cilantro salt hominy lemon juice zucchini olive oil parsley jalapenos tomatillo quinoa lime
dish_1566934152,305.065247,396.0,ingr_0000000312;ingr_0000000525;ingr_0000000377;ingr_0000000023;ingr_0000000046;ingr_0000000515;ingr_0000000518;ingr_0000000161;ingr_0000000155;ingr_0000000520;ingr_0000000511;ingr_0000000133;ingr_0000000007;ingr_0000000335;ingr_0000000021;ingr_0000000092;ingr_0000000122;ingr_0000000291;ingr_0000000332,train,"[312, 525, 377, 23, 46, 515, 518, 161, 155, 520, 511, 133, 7, 335, 21, 92, 122, 291, 332]",pepper bok choy quinoa brown rice mushroom arugula thyme olive oil chicken thighs lemon juice spinach (cooked) shallots cauliflower eggplant squash wine garlic salt salmon
dish_1568056019,64.300003,131.0,ingr_0000000012;ingr_0000000471;ingr_0000000094,train,"[12, 471, 94]",olives cherry tomatoes onions
dish_1558378553,393.108002,68.0,ingr_0000000077,train,[77],almonds
dish_1560543682,121.259995,86.0,ingr_0000000433,train,[433],roasted potatoes
dish_1562963517,552.648376,511.0,ingr_0000000049;ingr_0000000189;ingr_0000000126;ingr_0000000520;ingr_0000000291;ingr_0000000122;ingr_0000000523;ingr_0000000448;ingr_0000000312;ingr_0000000377;ingr_0000000541;ingr_0000000515;ingr_0000000161;ingr_0000000094;ingr_0000000029;ingr_0000000030;ingr_0000000045;ingr_0000000531,train,"[49, 189, 126, 520, 291, 122, 523, 448, 312, 377, 541, 515, 161, 94, 29, 30, 45, 531]",fish vinegar mustard lemon juice salt garlic cilantro jalapenos pepper quinoa tomatillo arugula olive oil onions mixed greens lettuce carrot pumpkin seeds
dish_1566851222,550.827515,375.0,ingr_0000000312;ingr_0000000152;ingr_0000000189;ingr_0000000116;ingr_0000000133;ingr_0000000094;ingr_0000000031;ingr_0000000161;ingr_0000000122;ingr_0000000380;ingr_0000000045;ingr_0000000291;ingr_0000000377;ingr_0000000448;ingr_0000000514;ingr_0000000462;ingr_0000000524;ingr_0000000036;ingr_0000000520;ingr_0000000515;ingr_0000000126;ingr_0000000518;ingr_0000000457,train,"[312, 152, 189, 116, 133, 94, 31, 161, 122, 380, 45, 291, 377, 448, 514, 462, 524, 36, 520, 515, 126, 518, 457]",pepper cabbage vinegar mayonnaise shallots onions cucumbers olive oil garlic pizza carrot salt quinoa jalapenos wheat berry pork parsley spinach (raw) lemon juice arugula mustard thyme sun dried tomatoes
dish_1566333194,461.585266,220.0,ingr_0000000525;ingr_0000000033;ingr_0000000448;ingr_0000000036;ingr_0000000094;ingr_0000000122;ingr_0000000032;ingr_0000000011;ingr_0000000291;ingr_0000000133;ingr_0000000312;ingr_0000000025;ingr_0000000189;ingr_0000000161;ingr_0000000511;ingr_0000000028;ingr_0000000513,train,"[525, 33, 448, 36, 94, 122, 32, 11, 291, 133, 312, 25, 189, 161, 511, 28, 513]",bok choy bell peppers jalapenos spinach (raw) onions garlic tomatoes cheese pizza salt shallots pepper beef vinegar olive oil spinach (cooked) chicken millet
dish_1562702813,41.051445,59.0,ingr_0000000031;ingr_0000000319;ingr_0000000094;ingr_0000000012;ingr_0000000338;ingr_0000000471;ingr_0000000030;ingr_0000000033,train,"[31, 319, 94, 12, 338, 471, 30, 33]",cucumbers feta cheese onions olives vinaigrette cherry tomatoes lettuce bell peppers
dish_1558550127,127.182007,22.0,ingr_0000000077,train,[77],almonds
dish_1559239753,26.545507,54.0,ingr_0000000045;ingr_0000000291;ingr_0000000312;ingr_0000000161,train,"[45, 291, 312, 161]",carrot salt pepper olive oil
dish_1561492161,48.309685,43.0,ingr_0000000201;ingr_0000000189;ingr_0000000036;ingr_0000000073;ingr_0000000122;ingr_0000000291;ingr_0000000161;ingr_0000000126,train,"[201, 189, 36, 73, 122, 291, 161, 126]",blueberries vinegar spinach (raw) radishes garlic salt olive oil mustard
dish_1558628515,31.92,56.0,ingr_0000000013,train,[13],berries
dish_1561752563,373.507965,367.0,ingr_0000000052;ingr_0000000342;ingr_0000000006;ingr_0000000312;ingr_0000000522;ingr_0000000094;ingr_0000000031;ingr_0000000072;ingr_0000000203;ingr_0000000520;ingr_0000000122;ingr_0000000524;ingr_0000000021;ingr_0000000155;ingr_0000000161;ingr_0000000060;ingr_0000000291;ingr_0000000523;ingr_0000000032,train,"[52, 342, 6, 312, 522, 94, 31, 72, 203, 520, 122, 524, 21, 155, 161, 60, 291, 523, 32]",cheese turnips caesar salad pepper tatsoi onions cucumbers kale chili lemon juice garlic parsley squash chicken thighs olive oil tortilla salt cilantro tomatoes
dish_1562777000,195.360001,132.0,ingr_0000000008,train,[8],scrambled eggs
dish_1563220109,184.735962,174.0,ingr_0000000392;ingr_0000000291;ingr_0000000161;ingr_0000000021;ingr_0000000027,train,"[392, 291, 161, 21, 27]",pepperoni pizza salt olive oil squash broccoli
dish_1562096542,38.0896,50.0,ingr_0000000524;ingr_0000000291;ingr_0000000029;ingr_0000000122;ingr_0000000095;ingr_0000000161;ingr_0000000463;ingr_0000000043;ingr_0000000189,train,"[524, 291, 29, 122, 95, 161, 463, 43, 189]",parsley salt mixed greens garlic artichokes olive oil beets green beans vinegar
dish_1562860073,357.809998,259.0,ingr_0000000008;ingr_0000000004;ingr_0000000013,train,"[8, 4, 13]",scrambled eggs bacon berries
dish_1562963612,184.080002,156.0,ingr_0000000380;ingr_0000000006,train,"[380, 6]",pizza caesar salad
dish_1562961588,178.220001,67.0,ingr_0000000380,train,[380],pizza
dish_1558725786,113.527,107.0,ingr_0000000205,train,[205],corn on the cob
dish_1565640601,411.151825,333.0,ingr_0000000524;ingr_0000000516;ingr_0000000448;ingr_0000000244;ingr_0000000148;ingr_0000000523;ingr_0000000367;ingr_0000000485;ingr_0000000520;ingr_0000000122;ingr_0000000526;ingr_0000000518;ingr_0000000515;ingr_0000000036;ingr_0000000349;ingr_0000000471;ingr_0000000014;ingr_0000000026;ingr_0000000514;ingr_0000000032;ingr_0000000291;ingr_0000000462;ingr_0000000094;ingr_0000000031;ingr_0000000161,train,"[524, 516, 448, 244, 148, 523, 367, 485, 520, 122, 526, 518, 515, 36, 349, 471, 14, 26, 514, 32, 291, 462, 94, 31, 161]",parsley rosemary jalapenos chicken breast parmesan cheese cilantro lime zucchini lemon juice garlic mustard greens thyme arugula spinach (raw) mangos cherry tomatoes asparagus white rice wheat berry tomatoes salt pork onions cucumbers olive oil
dish_1565107171,501.884644,724.0,ingr_0000000437;ingr_0000000008;ingr_0000000161;ingr_0000000128;ingr_0000000121;ingr_0000000440,train,"[437, 8, 161, 128, 121, 440]",sweet potato scrambled eggs olive oil egg whites watermelon grapes
dish_1563913627,230.333145,109.0,ingr_0000000161;ingr_0000000070;ingr_0000000291;ingr_0000000011;ingr_0000000031;ingr_0000000126;ingr_0000000471;ingr_0000000517;ingr_0000000036;ingr_0000000189,train,"[161, 70, 291, 11, 31, 126, 471, 517, 36, 189]",olive oil figs salt cheese pizza cucumbers mustard cherry tomatoes chard spinach (raw) vinegar
dish_1561753275,330.034393,397.0,ingr_0000000515;ingr_0000000023;ingr_0000000021;ingr_0000000161;ingr_0000000031;ingr_0000000520;ingr_0000000524;ingr_0000000122;ingr_0000000038;ingr_0000000332;ingr_0000000312;ingr_0000000522;ingr_0000000518;ingr_0000000072;ingr_0000000291,train,"[515, 23, 21, 161, 31, 520, 524, 122, 38, 332, 312, 522, 518, 72, 291]",arugula brown rice squash olive oil cucumbers lemon juice parsley garlic pineapple salmon pepper tatsoi thyme kale salt
dish_1558640418,14.349999,35.0,ingr_0000000045,train,[45],carrot
dish_1561576978,511.614227,341.0,ingr_0000000133;ingr_0000000124;ingr_0000000519;ingr_0000000028;ingr_0000000515;ingr_0000000161;ingr_0000000126;ingr_0000000046;ingr_0000000516;ingr_0000000335;ingr_0000000517;ingr_0000000514;ingr_0000000341;ingr_0000000428;ingr_0000000025;ingr_0000000291;ingr_0000000511;ingr_0000000518;ingr_0000000122;ingr_0000000521;ingr_0000000520;ingr_0000000094;ingr_0000000189;ingr_0000000201;ingr_0000000525;ingr_0000000513;ingr_0000000312;ingr_0000000441,train,"[133, 124, 519, 28, 515, 161, 126, 46, 516, 335, 517, 514, 341, 428, 25, 291, 511, 518, 122, 521, 520, 94, 189, 201, 525, 513, 312, 441]",shallots walnuts oregano chicken arugula olive oil mustard mushroom rosemary eggplant chard wheat berry cream white wine beef salt spinach (cooked) thyme garlic basil lemon juice onions vinegar blueberries bok choy millet pepper butter
dish_1563479655,321.230652,282.0,ingr_0000000367;ingr_0000000523;ingr_0000000518;ingr_0000000161;ingr_0000000448;ingr_0000000007;ingr_0000000025;ingr_0000000312;ingr_0000000291;ingr_0000000027;ingr_0000000092;ingr_0000000016;ingr_0000000434;ingr_0000000023;ingr_0000000540;ingr_0000000036;ingr_0000000046;ingr_0000000070;ingr_0000000122;ingr_0000000515;ingr_0000000341;ingr_0000000054;ingr_0000000332;ingr_0000000074;ingr_0000000425;ingr_0000000203;ingr_0000000133;ingr_0000000526;ingr_0000000520;ingr_0000000094,train,"[367, 523, 518, 161, 448, 7, 25, 312, 291, 27, 92, 16, 434, 23, 540, 36, 46, 70, 122, 515, 341, 54, 332, 74, 425, 203, 133, 526, 520, 94]",lime cilantro thyme olive oil jalapenos cauliflower beef pepper salt broccoli wine brussels sprouts sour cream brown rice ginger spinach (raw) mushroom figs garlic arugula cream apple salmon pasta goat cheese chili shallots mustard greens lemon juice onions
dish_1564170071,14.0,35.0,ingr_0000000094,train,[94],onions
dish_1559844113,312.955017,356.0,ingr_0000000002;ingr_0000000213;ingr_0000000507;ingr_0000000077,train,"[2, 213, 507, 77]",strawberries pears mandarin oranges almonds
dish_1561667430,342.213593,166.0,ingr_0000000508;ingr_0000000026;ingr_0000000328;ingr_0000000291;ingr_0000000462;ingr_0000000312;ingr_0000000525;ingr_0000000122,train,"[508, 26, 328, 291, 462, 312, 525, 122]",soy sauce white rice sugar salt pork pepper bok choy garlic
dish_1560799647,723.409973,474.0,ingr_0000000122;ingr_0000000036;ingr_0000000021;ingr_0000000462;ingr_0000000126;ingr_0000000380;ingr_0000000524;ingr_0000000291;ingr_0000000516;ingr_0000000026;ingr_0000000054;ingr_0000000515;ingr_0000000189;ingr_0000000161;ingr_0000000473;ingr_0000000485;ingr_0000000094,train,"[122, 36, 21, 462, 126, 380, 524, 291, 516, 26, 54, 515, 189, 161, 473, 485, 94]",garlic spinach (raw) squash pork mustard pizza parsley salt rosemary white rice apple arugula vinegar olive oil cranberries zucchini onions
dish_1568313575,57.940002,112.0,ingr_0000000046;ingr_0000000029;ingr_0000000042,train,"[46, 29, 42]",mushroom mixed greens avocado
dish_1562790321,767.469849,354.0,ingr_0000000291;ingr_0000000312;ingr_0000000124;ingr_0000000161;ingr_0000000380;ingr_0000000517;ingr_0000000126;ingr_0000000189;ingr_0000000515;ingr_0000000105;ingr_0000000335;ingr_0000000201,train,"[291, 312, 124, 161, 380, 517, 126, 189, 515, 105, 335, 201]",salt pepper walnuts olive oil pizza chard mustard vinegar arugula grilled chicken eggplant blueberries
dish_1559845767,236.23201,375.0,ingr_0000000213;ingr_0000000507;ingr_0000000005,train,"[213, 507, 5]",pears mandarin oranges potatoes
dish_1565032680,280.281769,208.0,ingr_0000000070;ingr_0000000515;ingr_0000000189;ingr_0000000002;ingr_0000000291;ingr_0000000161;ingr_0000000126,train,"[70, 515, 189, 2, 291, 161, 126]",figs arugula vinegar strawberries salt olive oil mustard
dish_1561134128,58.5,141.0,ingr_0000000013;ingr_0000000121,train,"[13, 121]",berries watermelon
dish_1560889032,246.868225,208.0,ingr_0000000291;ingr_0000000518;ingr_0000000045;ingr_0000000122;ingr_0000000161;ingr_0000000524;ingr_0000000520;ingr_0000000036;ingr_0000000028;ingr_0000000514;ingr_0000000312;ingr_0000000133,train,"[291, 518, 45, 122, 161, 524, 520, 36, 28, 514, 312, 133]",salt thyme carrot garlic olive oil parsley lemon juice spinach (raw) chicken wheat berry pepper shallots
dish_1566501352,75.529999,170.0,ingr_0000000471;ingr_0000000094;ingr_0000000012;ingr_0000000045,train,"[471, 94, 12, 45]",cherry tomatoes onions olives carrot
dish_1558550218,230.001999,206.0,ingr_0000000077;ingr_0000000440;ingr_0000000054,train,"[77, 440, 54]",almonds grapes apple
dish_1562959190,518.801147,378.0,ingr_0000000049;ingr_0000000312;ingr_0000000201;ingr_0000000517;ingr_0000000126;ingr_0000000161;ingr_0000000122;ingr_0000000040;ingr_0000000433;ingr_0000000045;ingr_0000000377;ingr_0000000541;ingr_0000000077;ingr_0000000520;ingr_0000000448;ingr_0000000380;ingr_0000000515;ingr_0000000094;ingr_0000000095;ingr_0000000162;ingr_0000000523;ingr_0000000291;ingr_0000000189,train,"[49, 312, 201, 517, 126, 161, 122, 40, 433, 45, 377, 541, 77, 520, 448, 380, 515, 94, 95, 162, 523, 291, 189]",fish pepper blueberries chard mustard olive oil garlic raspberries roasted potatoes carrot quinoa tomatillo almonds lemon juice jalapenos pizza arugula onions artichokes parsnips cilantro salt vinegar
dish_1563303350,202.221436,167.0,ingr_0000000028;ingr_0000000045;ingr_0000000036;ingr_0000000524;ingr_0000000514;ingr_0000000518;ingr_0000000161;ingr_0000000520;ingr_0000000312;ingr_0000000291;ingr_0000000133;ingr_0000000122,train,"[28, 45, 36, 524, 514, 518, 161, 520, 312, 291, 133, 122]",chicken carrot spinach (raw) parsley wheat berry thyme olive oil lemon juice pepper salt shallots garlic
dish_1563222830,325.068085,211.0,ingr_0000000027;ingr_0000000026;ingr_0000000514;ingr_0000000036;ingr_0000000485;ingr_0000000094;ingr_0000000515;ingr_0000000122;ingr_0000000291;ingr_0000000244;ingr_0000000471;ingr_0000000462;ingr_0000000392;ingr_0000000148;ingr_0000000524;ingr_0000000516;ingr_0000000518;ingr_0000000161,train,"[27, 26, 514, 36, 485, 94, 515, 122, 291, 244, 471, 462, 392, 148, 524, 516, 518, 161]",broccoli white rice wheat berry spinach (raw) zucchini onions arugula garlic salt chicken breast cherry tomatoes pork pepperoni pizza parmesan cheese parsley rosemary thyme olive oil
dish_1560802764,111.832207,99.0,ingr_0000000122;ingr_0000000471;ingr_0000000244;ingr_0000000514;ingr_0000000518;ingr_0000000072;ingr_0000000153;ingr_0000000187;ingr_0000000291;ingr_0000000312;ingr_0000000036;ingr_0000000148;ingr_0000000021;ingr_0000000161;ingr_0000000524;ingr_0000000520,train,"[122, 471, 244, 514, 518, 72, 153, 187, 291, 312, 36, 148, 21, 161, 524, 520]",garlic cherry tomatoes chicken breast wheat berry thyme kale bulgur chickpeas salt pepper spinach (raw) parmesan cheese squash olive oil parsley lemon juice
dish_1561666849,347.594604,298.0,ingr_0000000029;ingr_0000000367;ingr_0000000011;ingr_0000000030;ingr_0000000031;ingr_0000000094;ingr_0000000161;ingr_0000000205;ingr_0000000189;ingr_0000000312;ingr_0000000471;ingr_0000000291;ingr_0000000006,train,"[29, 367, 11, 30, 31, 94, 161, 205, 189, 312, 471, 291, 6]",mixed greens lime cheese pizza lettuce cucumbers onions olive oil corn on the cob vinegar pepper cherry tomatoes salt caesar salad
dish_1563305913,89.652504,107.0,ingr_0000000306;ingr_0000000054;ingr_0000000046;ingr_0000000189;ingr_0000000036;ingr_0000000148;ingr_0000000126;ingr_0000000094;ingr_0000000473;ingr_0000000140;ingr_0000000161;ingr_0000000072;ingr_0000000291,train,"[306, 54, 46, 189, 36, 148, 126, 94, 473, 140, 161, 72, 291]",croutons apple mushroom vinegar spinach (raw) parmesan cheese mustard onions cranberries caesar dressing olive oil kale salt
dish_1562963006,259.097229,247.0,ingr_0000000523;ingr_0000000541;ingr_0000000377;ingr_0000000049;ingr_0000000515;ingr_0000000312;ingr_0000000291;ingr_0000000094;ingr_0000000520;ingr_0000000161;ingr_0000000448;ingr_0000000122,train,"[523, 541, 377, 49, 515, 312, 291, 94, 520, 161, 448, 122]",cilantro tomatillo quinoa fish arugula pepper salt onions lemon juice olive oil jalapenos garlic
dish_1563219035,410.209686,221.0,ingr_0000000026;ingr_0000000122;ingr_0000000034;ingr_0000000515;ingr_0000000392;ingr_0000000516;ingr_0000000462;ingr_0000000094;ingr_0000000524;ingr_0000000161;ingr_0000000485;ingr_0000000291;ingr_0000000012,train,"[26, 122, 34, 515, 392, 516, 462, 94, 524, 161, 485, 291, 12]",white rice garlic celery arugula pepperoni pizza rosemary pork onions parsley olive oil zucchini salt olives
dish_1560541760,465.58374,372.0,ingr_0000000189;ingr_0000000517;ingr_0000000540;ingr_0000000122;ingr_0000000026;ingr_0000000126;ingr_0000000161;ingr_0000000036;ingr_0000000201;ingr_0000000043;ingr_0000000515;ingr_0000000312;ingr_0000000007;ingr_0000000028;ingr_0000000027;ingr_0000000291;ingr_0000000124;ingr_0000000535;ingr_0000000508,train,"[189, 517, 540, 122, 26, 126, 161, 36, 201, 43, 515, 312, 7, 28, 27, 291, 124, 535, 508]",vinegar chard ginger garlic white rice mustard olive oil spinach (raw) blueberries green beans arugula pepper cauliflower chicken broccoli salt walnuts green onions soy sauce
dish_1562603598,175.259506,156.0,ingr_0000000013;ingr_0000000004;ingr_0000000437;ingr_0000000161,train,"[13, 4, 437, 161]",berries bacon sweet potato olive oil
dish_1561753623,159.310791,149.0,ingr_0000000161;ingr_0000000518;ingr_0000000021;ingr_0000000291;ingr_0000000332;ingr_0000000312;ingr_0000000515;ingr_0000000023,train,"[161, 518, 21, 291, 332, 312, 515, 23]",olive oil thyme squash salt salmon pepper arugula brown rice
dish_1562702132,245.385895,359.0,ingr_0000000049;ingr_0000000031;ingr_0000000161;ingr_0000000524;ingr_0000000515;ingr_0000000021;ingr_0000000357;ingr_0000000047;ingr_0000000471;ingr_0000000527;ingr_0000000291;ingr_0000000122;ingr_0000000029;ingr_0000000095;ingr_0000000045;ingr_0000000102;ingr_0000000189;ingr_0000000007;ingr_0000000312,train,"[49, 31, 161, 524, 515, 21, 357, 47, 471, 527, 291, 122, 29, 95, 45, 102, 189, 7, 312]",fish cucumbers olive oil parsley arugula squash lentils corn cherry tomatoes chive salt garlic mixed greens artichokes carrot snow peas vinegar cauliflower pepper
dish_1567106693,359.160004,417.0,ingr_0000000471;ingr_0000000094;ingr_0000000028;ingr_0000000033;ingr_0000000045,train,"[471, 94, 28, 33, 45]",cherry tomatoes onions chicken bell peppers carrot
dish_1565725244,573.546021,590.0,ingr_0000000148;ingr_0000000471;ingr_0000000028;ingr_0000000033;ingr_0000000045;ingr_0000000012;ingr_0000000094;ingr_0000000140,train,"[148, 471, 28, 33, 45, 12, 94, 140]",parmesan cheese cherry tomatoes chicken bell peppers carrot olives onions caesar dressing
dish_1563302447,561.417053,440.0,ingr_0000000030;ingr_0000000133;ingr_0000000291;ingr_0000000035;ingr_0000000520;ingr_0000000518;ingr_0000000161;ingr_0000000514;ingr_0000000028;ingr_0000000124;ingr_0000000122;ingr_0000000045;ingr_0000000433;ingr_0000000524;ingr_0000000126;ingr_0000000046;ingr_0000000189;ingr_0000000036;ingr_0000000312;ingr_0000000029,train,"[30, 133, 291, 35, 520, 518, 161, 514, 28, 124, 122, 45, 433, 524, 126, 46, 189, 36, 312, 29]",lettuce shallots salt blue cheese lemon juice thyme olive oil wheat berry chicken walnuts garlic carrot roasted potatoes parsley mustard mushroom vinegar spinach (raw) pepper mixed greens
dish_1564686657,279.194977,105.0,ingr_0000000011,train,[11],cheese pizza
dish_1561747075,646.588074,301.0,ingr_0000000122;ingr_0000000032;ingr_0000000094;ingr_0000000291;ingr_0000000060;ingr_0000000203;ingr_0000000161;ingr_0000000155;ingr_0000000523;ingr_0000000052,train,"[122, 32, 94, 291, 60, 203, 161, 155, 523, 52]",garlic tomatoes onions salt tortilla chili olive oil chicken thighs cilantro cheese
dish_1566419635,605.871704,389.0,ingr_0000000433;ingr_0000000006;ingr_0000000518;ingr_0000000516;ingr_0000000341;ingr_0000000043;ingr_0000000514;ingr_0000000046;ingr_0000000519;ingr_0000000515;ingr_0000000312;ingr_0000000133;ingr_0000000122;ingr_0000000011;ingr_0000000428;ingr_0000000161;ingr_0000000441;ingr_0000000520;ingr_0000000521;ingr_0000000028;ingr_0000000291,train,"[433, 6, 518, 516, 341, 43, 514, 46, 519, 515, 312, 133, 122, 11, 428, 161, 441, 520, 521, 28, 291]",roasted potatoes caesar salad thyme rosemary cream green beans wheat berry mushroom oregano arugula pepper shallots garlic cheese pizza white wine olive oil butter lemon juice basil chicken salt
dish_1558639630,116.709999,110.0,ingr_0000000205,train,[205],corn on the cob
dish_1558722068,179.210999,31.0,ingr_0000000077,train,[77],almonds
dish_1565196260,74.360001,143.0,ingr_0000000128,train,[128],egg whites
dish_1561749857,366.579254,447.0,ingr_0000000515;ingr_0000000023;ingr_0000000031;ingr_0000000332;ingr_0000000471;ingr_0000000312;ingr_0000000073;ingr_0000000291;ingr_0000000027;ingr_0000000016;ingr_0000000161;ingr_0000000518,train,"[515, 23, 31, 332, 471, 312, 73, 291, 27, 16, 161, 518]",arugula brown rice cucumbers salmon cherry tomatoes pepper radishes salt broccoli brussels sprouts olive oil thyme
dish_1564761457,287.306,223.0,ingr_0000000194;ingr_0000000080;ingr_0000000128,train,"[194, 80, 128]",fried rice turkey bacon egg whites
dish_1561405034,178.278091,153.0,ingr_0000000126;ingr_0000000508;ingr_0000000291;ingr_0000000535;ingr_0000000036;ingr_0000000148;ingr_0000000043;ingr_0000000306;ingr_0000000189;ingr_0000000028;ingr_0000000122;ingr_0000000032;ingr_0000000027;ingr_0000000031;ingr_0000000072;ingr_0000000140;ingr_0000000161;ingr_0000000526;ingr_0000000540;ingr_0000000012;ingr_0000000026,train,"[126, 508, 291, 535, 36, 148, 43, 306, 189, 28, 122, 32, 27, 31, 72, 140, 161, 526, 540, 12, 26]",mustard soy sauce salt green onions spinach (raw) parmesan cheese green beans croutons vinegar chicken garlic tomatoes broccoli cucumbers kale caesar dressing olive oil mustard greens ginger olives white rice
dish_1562872150,7.48,34.0,ingr_0000000046,train,[46],mushroom
dish_1560454539,122.274002,119.0,ingr_0000000043;ingr_0000000189;ingr_0000000009;ingr_0000000471;ingr_0000000524;ingr_0000000045;ingr_0000000291;ingr_0000000029;ingr_0000000122;ingr_0000000161;ingr_0000000031,train,"[43, 189, 9, 471, 524, 45, 291, 29, 122, 161, 31]",green beans vinegar wild rice cherry tomatoes parsley carrot salt mixed greens garlic olive oil cucumbers
dish_1561578373,164.49585,132.0,ingr_0000000011;ingr_0000000033;ingr_0000000006;ingr_0000000030;ingr_0000000031;ingr_0000000094;ingr_0000000319;ingr_0000000012;ingr_0000000471;ingr_0000000338,train,"[11, 33, 6, 30, 31, 94, 319, 12, 471, 338]",cheese pizza bell peppers caesar salad lettuce cucumbers onions feta cheese olives cherry tomatoes vinaigrette
dish_1562873224,261.856628,436.0,ingr_0000000049;ingr_0000000312;ingr_0000000527;ingr_0000000047;ingr_0000000538;ingr_0000000043;ingr_0000000524;ingr_0000000161;ingr_0000000122;ingr_0000000367;ingr_0000000291;ingr_0000000525;ingr_0000000539;ingr_0000000515;ingr_0000000434;ingr_0000000045,train,"[49, 312, 527, 47, 538, 43, 524, 161, 122, 367, 291, 525, 539, 515, 434, 45]",fish pepper chive corn jicama green beans parsley olive oil garlic lime salt bok choy nopales arugula sour cream carrot
dish_1562963033,356.387299,316.0,ingr_0000000520;ingr_0000000094;ingr_0000000291;ingr_0000000523;ingr_0000000122;ingr_0000000312;ingr_0000000377;ingr_0000000049;ingr_0000000541;ingr_0000000433;ingr_0000000161;ingr_0000000515;ingr_0000000448,train,"[520, 94, 291, 523, 122, 312, 377, 49, 541, 433, 161, 515, 448]",lemon juice onions salt cilantro garlic pepper quinoa fish tomatillo roasted potatoes olive oil arugula jalapenos
